Nome,Endereço,Latitude,Longitude,Categoria
Água10 Piscinas,"R. Leopoldo Becker, 264 - Badenfurt, Blumenau",-26.8852786,-49.1349173,store
Novilho Grill,"R. Benjamin Constant, 1631 - Asilo, Blumenau",-26.9007148,-49.0977999,restaurant
Bar e Mercearia Schvabe,"R. João Rausch, 51 - Passo Manso, Blumenau",-26.8962406,-49.1536716,restaurant
Dog da leh,"R. Bahia, 7390 - Salto Weissbach, Blumenau",-26.8995379,-49.1424842,restaurant
Massari Pizzaria - Blumenau,"R. Bahia, 7160 - Salto Weissbach, Blumenau",-26.8991438,-49.140527,restaurant
Hotel e Bar Reinlein,"R. Dois de Setembro, 3482 - Itoupava Norte, Blumenau",-26.8828074,-49.0848192,hotel
Restaurante Zum Wasser Spiegel,"R. Dom Pedro II, 208 - Salto Weissbach, Blumenau",-26.8948704,-49.1347001,restaurant
Restaurante Booz,"Rua Engenheiro Paul Werner, 654 - Itoupava Seca, Blumenau",-26.8971481,-49.081326,restaurant
Casa Feijuca Restaurante e Pizzaria,"R. Antônio da Veiga, 390 - Victor Konder, Blumenau",-26.9073463,-49.079504,restaurant
Norden Blumenau,"R. Xavantina, 100 - Boa Vista, Blumenau",-26.8996124,-49.075637,restaurant
A arte do lanche,"R. Progresso, 35 - Encano, Indaial",-26.8922625,-49.1908716,restaurant
Pesque e Pague Loes Lazer,"R. Tifa Pausch, 1921 - fundos - Encano, Indaial",-26.8958411,-49.1706367,restaurant
Food Truck JK,"R. Kurt Jacobs, 178 - Salto Weissbach, Blumenau",-26.9003041,-49.1285111,restaurant
Deuzu Burger,"R. Gen. Osório, 3676 - Água Verde, Blumenau",-26.9072423,-49.1292074,restaurant
Restaurante Estação,"R. Bahia, 5074 - Salto Weissbach, Blumenau",-26.8928986,-49.125181,restaurant
CHA Mime Hotel,"Rodovia BR 470 • Km 8, nº 4125 - Badenfurt, Blumenau",-26.8776288,-49.1298876,hotel
Hotel Salto Do Norte,"R. Eng. Udo Deeke, 1839 - Salto Norte, Blumenau",-26.8750111,-49.1083205,hotel
Hotel SESC Blumenau,"R. Eng. Udo Deeke, 1330 - Salto Norte, Blumenau",-26.8729365,-49.103454,hotel
Hostel SIL CARDOSO,"R. Walter Schwantz, 173 - Salto Norte, Blumenau",-26.8764944,-49.1037833,hotel
Lele's Hamburgueria,"R. Aristídes Simão Santiago, 59 - Escola Agrícola, Blumenau",-26.8975214,-49.1069979,restaurant
Gebien's Diner,"R. Ricardo Koball, 221 - Escola Agrícola, Blumenau",-26.8958127,-49.0972537,restaurant
Restaurante Do Careca,"R. Tifa Pausch, 1425 - Encano Baixo, Indaial",-26.8915285,-49.1754048,restaurant
Hotel Dois Corações,"BR-470, 9671 - Badenfurt, Blumenau",-26.8750473,-49.1825361,hotel
Hotel Premier,"BR-470 - Badenfurt, Blumenau",-26.8750359,-49.1825558,hotel
Hotel Arthur,"BR-470, 9671 - Badenfurt, Blumenau",-26.8750473,-49.1825361,hotel
Pousada e hotel shekinah,"br 470 9671, BR-470, 9671 - Badenfurt, Indaial",-26.8750412,-49.18254659999999,hotel
The Family's Burger & Pizza,"R. Bahia, 5683 - Salto Weissbach, Blumenau",-26.8938238,-49.1300015,restaurant
T-Bone,"R. Gen. Osório, 2.269 - Água Verde, Blumenau",-26.9093217,-49.1260189,restaurant
TopDog,"R. Gen. Osório, 3102 - Água Verde, Blumenau",-26.908717,-49.1240749,restaurant
Veggie Foods • Restaurante Vegano,"R. Dr. Paulo Aldinger, 111 - Escola Agrícola, Blumenau",-26.8917209,-49.0972117,restaurant
Inn of the Russian Blumenau,"R. 30 de Agosto, 221 - Salto Norte, Blumenau",-26.8742661,-49.091099,hotel
MPS,"R. 25 de Agosto, 143 - Itoupava Norte, Blumenau",-26.8793211,-49.0849133,bank
BANCO DO BRASIL - ITOUPAVA NORTE - Agência 2869,"R. Dois de Setembro, 3648 - Itoupava Norte, Blumenau",-26.8813284,-49.085304,bank
Sicoob Multicredi - Fortaleza,"Sala 16 777, R. Francisco Vahldieck - Fortaleza, Blumenau",-26.8805912,-49.0686153,bank
Caixa Eletrônico - Banco do Brasil,"BR-470, 3.000 - Salto Norte, Blumenau",-26.8636011,-49.0911058,bank
Super Itoupavazinha,"R. Frederico Jensen, 2371 - Itoupavazinha, Blumenau",-26.8574048,-49.10833359999999,supermarket
Mini Mercado Pinsegher,"R. São Roque, 260 - Itoupava Norte, Blumenau",-26.8724949,-49.0870892,supermarket
Mini Mercado Ucrania,"R. Ucrânia, 10 - Itoupavazinha, Blumenau",-26.8523582,-49.1055881,supermarket
Supermercado Moura,"R. Eng. Udo Deeke, 1975 - Salto Norte, Blumenau",-26.8751338,-49.1096402,supermarket
Mercado Prochnow,"R. Ver. Romário da Conceição Badia, 271 - Itoupava Norte, Blumenau",-26.8731282,-49.0857863,supermarket
Mercado Sani,"R. São Valentim, 332 - Itoupava Norte, Blumenau",-26.8737929,-49.0825405,supermarket
CASA ALTERNATIVA,"R. Jardim Germânico, 840 - Itoupavazinha, Blumenau",-26.8530586,-49.0940279,supermarket
Minimercado Ams,"R. Eng. Udo Deeke, 1919 - Salto Norte, Blumenau",-26.8751942,-49.1091305,supermarket
Mercado Ferreira,"R. Adele Wruck, 700 - Itoupavazinha, Blumenau",-26.8500926,-49.1026653,supermarket
Mercado Popular,"R. 1ᵒ de Janeiro, 357 - Itoupava Norte, Blumenau",-26.8711936,-49.0863259,supermarket
MINI MERCADO ALPHA,"R. Guilherme Scharf, 781 - Fidélis, Blumenau",-26.8489888,-49.0803866,supermarket
Cooper Mafisa Supermarket,"BR-470, 3179 - Itoupavazinha, Blumenau",-26.862297,-49.0890388,supermarket
Supermercado do Zeca,"Rua Denis Diderot, 37 - Fidélis, Blumenau",-26.8498289,-49.0732078,supermarket
Mini Mercado Jv Schmitt,"R. Fritz Koegler, 1287 - Fortaleza, Blumenau",-26.8677328,-49.0709635,supermarket
Mini Mercado Da Luz,"R. Ver. Romário da Conceição Badia - Fortaleza, Blumenau",-26.8705108,-49.0799135,supermarket
Supermercado 3S Ltda,"R. Francisco Vahldieck, 49 - Itoupava Norte, Blumenau",-26.8833397,-49.0732998,supermarket
Mini Mercado JJB,"R. 5 de Outubro, 312 - Salto Norte, Blumenau",-26.8697387,-49.09011,supermarket
KR Store,"R. Frederico Jensen, 2120 - Itoupavazinha, Blumenau",-26.8575,-49.10598,store
F&F Store,"R. Frederico Jensen, 2440 - Itoupavazinha, Blumenau",-26.8566785,-49.1085559,store
Quiosque MiStore Brasil (Xiaomi),"BR-470, 3000 - Salto Norte, Blumenau",-26.8636948,-49.0926064,store
Labelly Store,"R. Alberto Kath, 70 - Itoupavazinha, Blumenau",-26.8596892,-49.0966715,store
Motorola,"BR-470, 3000 - quiosque 038 - Salto Norte, Blumenau",-26.8636948,-49.0926064,store
Conveniência Stop House,"R. Dois de Setembro, 4740 - Itoupava Norte, Blumenau",-26.8724354,-49.08982349999999,store
Overall Store,"R. Pomerode, 478 - Salto Norte, Blumenau",-26.8767869,-49.10188609999999,store
POLO WEAR,"BR-470, 3000 - Salto Norte, Blumenau",-26.863711,-49.0925236,store
Flash Car Store,"R. Bahia, 2009 - Salto, Blumenau",-26.8841417,-49.1013508,store
Mundo Infantil Ebook,"Rua 25 de Julho, 536 - Itoupava Norte, Blumenau",-26.8807043,-49.0807454,store
Gloriosa Cosméticos,"BR-470, 3000 - Salto Norte, Blumenau",-26.8633853,-49.0927468,store
Centro Médico Santa Catarina - HSI,"BR-470, 3000 - Salto Norte, Blumenau",-26.8636948,-49.0926064,hospital
Don'Ana Restaurante e Churrascaria,"R. Heinrich Hemmer, 1740 - Badenfurt, Blumenau",-26.8879684,-49.1292904,restaurant
Oktoberfest Camping indoor Blumenau,"R. São Leopoldo, 344 - Vila Nova, Blumenau",-26.9086914,-49.0871224,hotel
Jacaré Grill,"R. Benjamin Constant, 299 - Escola Agrícola, Blumenau",-26.8893281,-49.09720670000001,restaurant
Restaurant and Cafeteria Só Alegria,"R. Dois de Setembro, 2659 - Itoupava Norte, Blumenau",-26.8895659,-49.0821231,restaurant
BADECO LANCHES,"Badenfurt, Blumenau",-26.885367,-49.15805899999999,restaurant
Bar da waltraud,"BR-470, 6221 - Badenfurt, Blumenau",-26.8843694,-49.1498471,restaurant
Iraci Lanches,"BR-470, 6231 - Badenfurt, Blumenau",-26.8843377,-49.1500381,restaurant
Restaurante e Lanchonete Novo Sabor,"R. Bahia - Salto, Blumenau",-26.8862053,-49.1004478,restaurant
Motel Three Peixinhos,"R. Leopoldo Metzner, 349 - Salto Norte, Blumenau",-26.8713531,-49.1192436,hotel
Pousada Zur Alten Tradition,"Rua Dr. Pedro Zimmermann, 695 - Salto Norte, Blumenau",-26.8670009,-49.0880867,hotel
LUV Motel,"R. Ari Barroso, 388 - Salto Norte, Blumenau",-26.8683232,-49.0976402,hotel
Restaurante Donna Yolannda,"R. Bahia, 819 - Salto, Blumenau",-26.8878769,-49.0931225,restaurant
Metrópolis Fast Food,"R. 7 de Maio, 1600 - Itoupava Norte, Blumenau",-26.8875491,-49.0691532,restaurant
Betinho Lanches,"R. Bernardo Scheidemantel - Badenfurt, Blumenau",-26.8836972,-49.1463979,restaurant
Restaurante e Lanchonete Ipiranga,"BR 470 KM 59, 5290 - Badenfurt, Blumenau",-26.8821266,-49.14096610000001,restaurant
Sabor e Sabores - Restaurante e Lanchonete,"BR-470, 5133 - Badenfurt, Blumenau",-26.8822421,-49.1393113,restaurant
Fest Haus Restaurante LTDA,"R. Bernardino José de Oliveira, 569 - Badenfurt, Blumenau",-26.8831558,-49.13348269999999,restaurant
Koma Bem bar canto da pedra,"R. Dr. Fritz Müeller, 416 - Salto, Blumenau",-26.88472,-49.1050986,restaurant
Krauss Restaurant,"R. Dois de Setembro, 3233 - Itoupava Norte, Blumenau",-26.8850622,-49.084312,restaurant
Restaurante Zanoni,"R. Paris, 119 - Itoupava Norte, Blumenau",-26.885595,-49.082278,restaurant
Neanderthal Gastronomia,"R. Fernando de Souza e Silva, 1330 - Itoupava Norte, Blumenau",-26.8857367,-49.0700501,restaurant
Omni Financeira Blumenau,"Rua Dr. Pedro Zimmermann, 2371 - Itoupavazinha, Blumenau",-26.8554299,-49.0868693,bank
Caixa Eletrônico Caixa Econômica,"BR-470, 3000 - Salto Norte, Blumenau",-26.8634267,-49.0907068,bank
MAURER CRED,"R. Prof. Max Humpl, 2214 - Salto Norte, Blumenau",-26.8710715,-49.1160199,bank
Vecom,"R. Dois de Setembro, 3169 - Itoupava Norte, Blumenau",-26.8855234,-49.0839767,bank
CREDITA ONLINE,"Esquina com - R Henrique Bennertz, R. Dois de Setembro, 10 - sal 205 - Itoupava Norte, Blumenau",-26.8816282,-49.085264,bank
Vale Auto Shopping Blumenau,"Rua Dr. Pedro Zimmermann, 1001 - Salto Norte, Blumenau",-26.8636297,-49.085519,bank
Fortaleza da Água,"R. Francisco Vahldieck, 1250 - Fortaleza, Blumenau",-26.8760496,-49.0654555,supermarket
SUPER FERREIRA fortaleza,"R. Júlio Michel, 135 - Fortaleza, Blumenau",-26.8792257,-49.0661029,supermarket
Supermercado Econômico,"R. Francisco Vahldieck, 1733 - Fortaleza, Blumenau",-26.8730084,-49.06296769999999,supermarket
Hospedagem Lunardelli,"R. Lebon Régis, 52 - Ponta Aguda, Blumenau",-26.8995832,-49.0594305,hotel
Detomaso Administradora de Recursos Ltda,"R. Dr. Amadeu da Luz, 100 - Sala 301 - Centro, Blumenau",-26.9155863,-49.0703124,bank
Mega Securitizadora de Ativos Empresariais Sa,"R. Dr. Amadeu da Luz, 122 - Centro, Blumenau",-26.9156203,-49.0706188,bank
Senhor Pastel,"R. Silvano Cândido da Silva Sênior, 79 - Ponta Aguda, Blumenau",-26.8997861,-49.0464801,restaurant
Tempero Caseiro - Restaurante & Eventos,"R. Itajaí, 2621 - Vorstadt, Blumenau",-26.9074915,-49.0412531,restaurant
Restaurante Ferrari,"R. São Bernardo, 75 - Itoupava Norte, Blumenau",-26.8934893,-49.0674074,restaurant
Marci Salgados Caldo De Cana,"Badenfurt, Blumenau",-26.8806115,-49.16724319999999,restaurant
Assados Badenfurt,"Rodovia Br 470, 5340 (Sala 17) - Ao Lado do Trevo de, R. Pomerode - Badenfurt",-26.8822548,-49.1415493,restaurant
Salvador Cozinha | Do Brunch ao Happy Hour,"R. Hans Lorenz, 67 - Salto, Blumenau",-26.8853863,-49.0884691,restaurant
Bossa Store,"R. Curt Hering, 40 - Sala B - Centro, Blumenau",-26.9209536,-49.06408580000001,store
Hospital Santa Isabel -Cancerologia,"R. Floriano Peixoto, 300 - Centro, Blumenau",-26.923743,-49.0654824,hospital
Heliporto Hospital Santa Isabel,"Centro, Blumenau",-26.9238924,-49.0664082,hospital
Hostel da Maga,"1993, R. Silvano Cândido da Silva Sênior, CASA 1993, Blumenau",-26.8997326,-49.0350309,hotel
Mendes Hotel,"R. Itajaí, 1890 - Vorstadt, Blumenau",-26.9116783,-49.0467158,hotel
Pousada Casa Branca,"R. Alwin Schrader, 1359 - Centro, Blumenau",-26.9268503,-49.0462336,hotel
Unicred - Blumenau,"R. 7 de Setembro, 707 - Centro, Blumenau",-26.922906,-49.064231,bank
Toque e Tempero,"R. São Paulo, 652 - Centro, Blumenau",-26.9101382,-49.0725369,restaurant
Old School Street Food,"Rua Uruguai, 422 - Ponta Aguda, Blumenau",-26.9159364,-49.0654344,restaurant
Bulhmann Burguers,"Ponta Aguda, Blumenau",-26.9045182,-49.04596369999999,restaurant
Mini Kalzone - Shopping Park Europeu,"R. 7 de Maio, 1600 - Itoupava Norte, Blumenau",-26.8875543,-49.0691138,restaurant
Kings Food,"Av. Pres. Castelo Branco, 1000 - Centro, Blumenau",-26.9168957,-49.0676779,restaurant
Restaurante Rancho do Italiano,"R. Heinrich Hemmer, 390 - Badenfurt, Blumenau",-26.8799493,-49.12188159999999,restaurant
D'Colônia Cozinha Industrial,"Rua Elsbeth Feddersern, 700 - Salto Norte, Blumenau",-26.8806442,-49.1137951,restaurant
Bárbaros Street Food,"Rua Frei Estanislau Schaette, 1777 - Água Verde, Blumenau",-26.9105488,-49.1094555,restaurant
Lua Clara | Store - Fábrica,"R. Nossa Sra. Aparecida, 178 - Itoupava Norte, Blumenau",-26.8852007,-49.0759062,store
Hospedagem Costa Blumenau-SC,"R. Oscar Dickmann, 688 - Salto Norte, Blumenau",-26.8600172,-49.1285652,hotel
Pousada do Jacó,"R. Gustavo Frank, 305 - Salto Norte, Blumenau",-26.863791,-49.1090227,hotel
Hospedagem Blumenau,"R. Gustavo Frank, 305 - Salto Norte, Blumenau",-26.8637905,-49.1090227,hotel
Restaurante D' Gustare,"R. Francisco Vahldieck, 661 - Fortaleza, Blumenau",-26.8809812,-49.06909479999999,restaurant
Saborito Pastelaria e Restaurante,"R. Dr. Amadeu da Luz, 30 - Centro, Blumenau",-26.9151796,-49.0697533,restaurant
Culinária Baiana Ruhtra,"R. Vitório Alcântara - Ponta Aguda, Blumenau",-26.913139,-49.06206299999999,restaurant
Chef Waldemar Express,"R. Bolívia, 411 - Ponta Aguda, Blumenau",-26.9139321,-49.0625296,restaurant
Assados Na Brasa,"R. Itajaí, 2621 - Vorstadt, Blumenau",-26.9074768,-49.0412748,restaurant
Espetinho Sabor Nordestino,"R. Werner Duwe, 545 - Testo Salto, Blumenau",-26.8775976,-49.1418577,restaurant
BRUTUS LANCHES,"BR-470, 58 - Badenfurt, Blumenau",-26.8782063,-49.13331549999999,restaurant
SUPERMERCADO MELHOR PREÇO,"R. Frederico Jensen, 4645 - Itoupavazinha, Blumenau",-26.8539452,-49.1294631,supermarket
Supermercado Hanes,"R. Frederico Jensen, 3351 - Itoupavazinha, Blumenau",-26.8544157,-49.1175475,supermarket
SUPERMERCADO SUPER LIVRE,"R. Franz Volles, 2060 - Itoupava Central, Blumenau",-26.8337822,-49.1094551,supermarket
Mercado Irmãos JC Itoupavazinha,"R. Prof. Jacob Ineichen, 177 - Itoupavazinha, Blumenau",-26.8519817,-49.120043,supermarket
Supermercado Silva,"R. Johann Sachse, 1884 - Salto Norte, Blumenau",-26.8639194,-49.1272061,supermarket
Super Campestrini - Blumenau,"R. Johann Sachse, 2476 - Salto Norte, Blumenau",-26.865752,-49.1214753,supermarket
Supermercado Ruediger,"R. Franz Volles, 2294 - Itoupava Central, Blumenau",-26.8339929,-49.1112,supermarket
Point da Gula Itoupavazinha,"R. Frederico Jensen, 3450 - sala 03 - Itoupavazinha, Blumenau",-26.8541272,-49.1181724,supermarket
JENNIS STORE,"R. Christiano Karsten, nº 1122 - Testo Salto, Blumenau",-26.8527558,-49.1395517,store
Evidente Store,"R. Aleandro Juvenal Lenzi Neto - Itoupavazinha, Blumenau",-26.8499035,-49.1262207,store
Norte Bier Conveniência,"R. Frederico Jensen, 4478 - Itoupavazinha, Blumenau",-26.8532837,-49.1272167,store
Dina's Wear,"R. Fragata, 11 - Itoupavazinha, Blumenau",-26.8636697,-49.12760979999999,store
LOJA IMPERIO DAS MULTIMARCAS,"R. Oscár Holz, 43 - Itoupavazinha, Blumenau",-26.863577,-49.1263607,store
Berti Baterias e Acessórios Automotivos,"Berti baterias, R. Johann Sachse, 862 - 862 - Badenfurt, Blumenau",-26.8706021,-49.1318383,store
Loja Moça Bonita,"R. Philipp Bauler, 2060 - Sala 02 - Testo Salto, Blumenau",-26.8559227,-49.1327666,store
Cheiro de Amor Modas e Cosméticos,"R. Bruno Mette - Testo Salto, Blumenau",-26.8555287,-49.13947,store
Atacadão Eskimó Salto do Norte,"R. Johann Sachse, 2377 - Salto Norte, Blumenau",-26.8653234,-49.1225236,store
Technos Informática,"R. Johann Sachse, 2859 - Sala 1B - Salto Norte, Blumenau",-26.8671277,-49.11864809999999,store
Calhas Itoupava,"R. Guarapuava, 118 - Casa 04 - Testo Salto, Blumenau",-26.8570201,-49.1403319,store
LUCASS AUTOPEÇAS,"R. Antônio Inácio Kons, 662 - Testo Salto, Blumenau",-26.8463243,-49.1456503,store
Real Burguer,"R. Nicolau Reiter, 28 - Escola Agrícola, Blumenau",-26.9038875,-49.1040226,restaurant
Ana Maria Restaurante e Café Colonial,"R. São Paulo, 1277 - Victor Konder, Blumenau",-26.9057191,-49.0768341,restaurant
blumenau gastronômico,"Rua Engenheiro Paul Werner, 402 - Itoupava Seca, Blumenau",-26.899093,-49.0799597,restaurant
Restautante e Lanchonete Blu Shopping,"R. Dois de Setembro, 1395 - Itoupava Norte, Blumenau",-26.8975437,-49.0729398,restaurant
Sushi Garden,"Av. Martin Luther, 900 - Victor Konder, Blumenau",-26.9065676,-49.0738032,restaurant
Edu Corbani Esfihas,"R. Victor Konder, 66 - Victor Konder, Blumenau",-26.9092639,-49.0738396,restaurant
Subway,"Via Expressa, Rodovia Paul Fritz Kuehnrich, 1600 - Itoupava Norte, Blumenau",-26.8875717,-49.06883759999999,restaurant
Lab Food,"R. Alberto Felício Adriano - Fortaleza, Blumenau",-26.8779393,-49.0653606,restaurant
Nutry Labory,"Shopping Park Europeu - Rodovia Paul Fritz Kuehnrich - Itoupava Norte, Blumenau",-26.8867428,-49.0687387,restaurant
Hamburguero - Blumenau,"R. Itajaí, 2081 - Vorstadt, Blumenau",-26.9103052,-49.0448607,restaurant
Amazake Nippo Food,"R. Fernando de Souza e Silva, 1330 - Itoupava Norte, Blumenau",-26.8857367,-49.0700501,restaurant
Restaurante Souza,"BR-470, N°9671 - Badenfurt, Blumenau",-26.8750473,-49.1825361,restaurant
Costelaço Restaurante E Lanchonete,"BR-470 - Encano do Norte, Indaial",-26.8741541,-49.1837187,restaurant
Pesque e Pague Rancho Jader,"R. Bagé - Encano do Norte, Indaial",-26.8759321,-49.1825025,restaurant
Restaurante Ivonete,"R. Eng. Udo Deeke, 1919 - Salto Norte, Blumenau",-26.8751959,-49.10917389999999,restaurant
Hotel 10 Blumenau,"KM52, BR-470, 2653 - Itoupavazinha, Blumenau",-26.8616872,-49.0940957,hotel
Hotel Norte Blu,"R. Victor Voigt, 35 - Itoupavazinha, Blumenau",-26.8595938,-49.0910536,hotel
Chapa Grill Lanches e Porções,"R. Pomerode, 508 - Salto Norte, Blumenau",-26.8767517,-49.10212600000001,restaurant
Amy Motel Blumenau,"Rodovia BR-470 8065, Blumenau",-26.8625744,-49.0446956,hotel
Morada da Vó Gati,"R. Carlos Gardel, 180 - Tribess, Blumenau",-26.865342,-49.0477433,hotel
Rede TOP - Tribess,"Rua Hermann Tribess, 1026 - Tribess, Blumenau",-26.8753324,-49.0547722,supermarket
Mini Mercado Kuller,"Rua Hermann Tribess, 1 - Fortaleza, Blumenau",-26.8802081,-49.0615667,supermarket
Rede TOP - Fortaleza,"R. Francisco Vahldieck, 1881 - Fortaleza, Blumenau",-26.872219,-49.0619621,supermarket
Mercado Reis,"Rua Henrique Reif, 1591 - Nova Esperança, Blumenau",-26.8874882,-49.0486703,supermarket
Vale Gourmet Restaurante,"Rodovia Paul Fritz Kuehnrich, 955 - Itoupava Norte, Blumenau",-26.8919642,-49.0718069,restaurant
Peppos Blumenau,"R. 7 de Maio, 1600 - Itoupava Norte, Blumenau",-26.8872341,-49.0685515,restaurant
The Family's Burger - Fortaleza,"R. Fernando de Souza e Silva, 150 - Itoupava Norte, Blumenau",-26.8833332,-49.0703048,restaurant
Bahia Acarajé,"R. Francisco Vahldieck, 1254 - Fortaleza, Blumenau",-26.8763536,-49.0656502,restaurant
Gaijin Sushi,"R. 7 de Maio, 1600 - Itoupava Norte, Blumenau",-26.8875578,-49.06901509999999,restaurant
Kiosque Divisa,"Anexo Recanto Divisa fundos - R. Nicolau Link - Badenfurt, Blumenau",-26.8726348,-49.1790907,restaurant
Corner Fish Pay Currency,"R. Nicolau Link, 200 - Badenfurt, Blumenau",-26.8735261,-49.1795292,restaurant
Vallee Restaurante e churrascaria,"R. Werner Duwe, 1088 - Badenfurt, Blumenau",-26.8730384,-49.1408413,restaurant
Restaurante e Cozinha Industrial Gallaffi,"R. Eng. Udo Deeke, 2217 - Salto Norte, Blumenau",-26.8745428,-49.112249,restaurant
restaurante grand sabor,"R. Eng. Udo Deeke, 2217 - Salto Norte, Blumenau",-26.8745556,-49.11219810000001,restaurant
Herbalife Shake Blumenau,"R. Paul Lenz, 16 - sala 2 - Escola Agrícola, Blumenau",-26.8948275,-49.09917739999999,restaurant
Badok Grill,"R. Alm. Barroso, 1450 - Vila Nova, Blumenau",-26.9041627,-49.0924223,restaurant
Chef Lú Raposo,"R. Alm. Barroso, 1060 - Vila Nova, Blumenau",-26.9023095,-49.0892709,restaurant
Menu Marmitas,"R. Dois de Setembro, n⁰ 4241 - Itoupava Norte, Blumenau",-26.8763101,-49.087506,restaurant
Restaurante & Buffet Aenzo,"R. Benjamin Constant, 743 - Asilo, Blumenau",-26.8932214,-49.09826109999999,restaurant
Gula's Natural Food Vila Nova,"Rua Theodoro Holtrup, 112 - Vila Nova, Blumenau",-26.9086583,-49.0829416,restaurant
Popa's Cozinha Industrial,"R. Pedro André Reinerte, 163-253 - Tribess, Blumenau",-26.8757209,-49.0527349,restaurant
Maria Clara Restaurante e Eventos,"R. Itajaí, 3434 - Vorstadt, Blumenau",-26.90786,-49.0337026,restaurant
Segredos Caseiro,Ases Rodoviaria de,-26.8953406,-49.07074739999999,restaurant
Hotel Danubio,"Victor Konder, Blumenau",-26.9121817,-49.0713879,hotel
Jm Pastelaria,"R. Johann Sachse, 404 - Badenfurt, Blumenau",-26.8735078,-49.1298311,restaurant
Blu Grill - Carnes Assadas,"R. Benjamin Constant, 1130 - Escola Agrícola, Blumenau",-26.896639,-49.099388,restaurant
Blu Dog Restaurante e Lanchonete,"R. Benjamin Constant, 743 - Asilo, Blumenau",-26.893228,-49.0982516,restaurant
Restaurante Bom Gosto,"R. 1ᵒ de Janeiro, 51 - Itoupava Norte, Blumenau",-26.8730446,-49.0884857,restaurant
BULL VEGAS 国分町店,"R. I-1988, 2-1 - Salto, Blumenau",-26.8922777,-49.0882328,restaurant
Pousada e Hostel São Paulo,"R. São Paulo, 688 - Victor Konder, Blumenau",-26.9098009,-49.0726533,hotel
Restaurante Bon Vivant,"R. São Paulo, 3191 - Itoupava Seca, Blumenau",-26.8920302,-49.0846053,restaurant
Fenks Clothing,"Rua Gottlieb Reif - Escola Agrícola, Blumenau",-26.8905266,-49.0993937,store
Exclusiva Livraria Cristã,"R. Theodoro Lueders, 136 - Escola Agrícola, Blumenau",-26.8914014,-49.1057911,store
Familia Kienolt,"R. Dionísio Cerqueira, 102 - Escola Agrícola, Blumenau",-26.8890686,-49.1017941,store
Imaginartte Presentes e Personalizados,"R. Eng. Weitnauer, 61 - Asilo, Blumenau",-26.8903017,-49.10854579999999,store
Batteries and Accessories Tambosi,"R. Eng. Udo Deeke, 1975 - Salto Norte, Blumenau",-26.8751213,-49.1099875,store
Gika's Bar e Churrascaria,"R. São Paulo, 1528 - Itoupava Seca, Blumenau",-26.9038281,-49.0773119,restaurant
MANOS CRIOLLAS Culinaria Peruana,"R. Santa Marta, 49 - Itoupava Norte, Blumenau",-26.8891589,-49.0727176,restaurant
Burger House,"R. 4 de Fevereiro, 971 - Itoupava Norte, Blumenau",-26.8834836,-49.0755952,restaurant
Assadao da Simone,"R. Francisco Vahldieck, 1163 - Fortaleza, Blumenau",-26.8834028,-49.0736873,restaurant
Delícia do vale Europeu,"Rodovia Paul Fritz Kuehnrich, 1600 - Itoupava Norte, Blumenau",-26.8875149,-49.06869349999999,restaurant
Yes chef gourmet,"R. Benjamin Constant, 1345 - Casa - Escola Agrícola, Blumenau",-26.898377,-49.0984095,restaurant
Blumenau shopping das baterias e volantes,"BR-470, 2559 - Salto Norte, Blumenau",-26.8746107,-49.1153241,store
Patinho Feio Pet Shop Esc. Agrícola,"R. Benjamin Constant, 471 - Asilo, Blumenau",-26.8909015,-49.0978109,store
Assadaovene,"89053188 - Itoupava Norte, Blumenau",-26.8718542,-49.0609417,restaurant
Marmitex e Lanchonete Big Sisters,"R. Werner Duwe, 1897 - Testo Salto, Blumenau",-26.8671129,-49.1440491,restaurant
Portilho Lanches,"R. Johann Sachse - Badenfurt, Blumenau",-26.869185,-49.1167271,restaurant
Tennesse Burger's,"R. 4 de Fevereiro, 971 - Itoupava Norte, Blumenau",-26.8834836,-49.0755952,restaurant
Wine n' Massas,"R. 4 de Fevereiro, 999 - Itoupava Norte, Blumenau",-26.8834839,-49.0750359,restaurant
Lanchonete Jamile,"R. Sd. Mario Luís Bertoline, 21 - Itoupava Norte, Blumenau",-26.8832722,-49.0735937,restaurant
Lampião e Maria Bonita,"R. Carlos Rischbieter, 819 - Boa Vista, Blumenau",-26.903705,-49.0688788,restaurant
Taurus Brazilian Grill,"Rua Hermann Tribess, 1772 - Tribess, Blumenau",-26.8717038,-49.0497764,restaurant
Nuss Essen Park - Food Park Blumenau,"R. Werner Duwe, 1840 - Testo Salto, Blumenau",-26.866617,-49.1439667,restaurant
Xis Gaudério,"Rua Otília Bennertz, 134 - Testo Salto, Blumenau",-26.8676244,-49.1455472,restaurant
Brava marmitaria,"Próximo mercado Silva - R. Johann Sachse, 1421 - Salto Norte, Blumenau",-26.8671369,-49.1298632,restaurant
Restaurante sabor do vale,"R. Eng. Udo Deeke, 1919 - Salto Norte, Blumenau",-26.8751959,-49.10917389999999,restaurant
Pastelaria e Restaurante Valentina,"R. Prof. Max Humpl, 1130 - Salto Norte, Blumenau",-26.8661958,-49.1097055,restaurant
Comendo Com os Olhos,"R. Prof. Max Humpl - Salto Norte, Blumenau",-26.8665913,-49.1089634,restaurant
Hotel Zandoná,"Rua Dr. Pedro Zimmermann, 2600 - Itoupavazinha, Blumenau",-26.8514889,-49.0871892,hotel
